"","dateTime","Nitrate_mgl","Flow_Inst"
"1","2016-06-24 16:15:00",0.78,66.1
"2","2016-06-24 16:30:00",0.77,66.1
"3","2016-06-24 16:45:00",0.78,66.1
"4","2016-06-24 17:00:00",0.78,66.1
"5","2016-06-24 17:15:00",0.78,66.1
"6","2016-06-24 17:30:00",0.78,66.1
"7","2016-06-24 17:45:00",0.78,66.1
"8","2016-06-24 18:00:00",0.78,67
"9","2016-06-24 18:15:00",0.78,67
"10","2016-06-24 18:30:00",0.78,67
"11","2016-06-24 18:45:00",0.78,67
"12","2016-06-24 19:00:00",0.78,67
"13","2016-06-24 19:15:00",0.78,67
"14","2016-06-24 19:30:00",0.78,67
"15","2016-06-24 19:45:00",0.78,67
"16","2016-06-24 20:00:00",0.78,67
"17","2016-06-24 20:15:00",0.78,67
"18","2016-06-24 20:30:00",0.78,67
"19","2016-06-24 20:45:00",0.78,67
"20","2016-06-24 21:00:00",0.78,67
"21","2016-06-24 21:15:00",0.77,67
"22","2016-06-24 21:30:00",0.78,67
"23","2016-06-24 21:45:00",0.78,67
"24","2016-06-24 22:00:00",0.78,67
"25","2016-06-24 22:15:00",0.78,67
"26","2016-06-24 22:30:00",0.78,67
"27","2016-06-24 22:45:00",0.78,67
"28","2016-06-24 23:00:00",0.78,67
"29","2016-06-24 23:15:00",0.78,67
"30","2016-06-24 23:30:00",0.78,67
"31","2016-06-24 23:45:00",0.78,67
"32","2016-06-25 00:00:00",0.78,67
"33","2016-06-25 00:15:00",0.78,67
"34","2016-06-25 00:30:00",0.78,66.1
"35","2016-06-25 00:45:00",0.78,66.1
"36","2016-06-25 01:00:00",0.78,66.1
"37","2016-06-25 01:15:00",0.78,66.1
"38","2016-06-25 01:30:00",0.78,66.1
"39","2016-06-25 01:45:00",0.78,66.1
"40","2016-06-25 02:00:00",0.78,66.1
"41","2016-06-25 02:15:00",0.78,66.1
"42","2016-06-25 02:30:00",0.78,66.1
"43","2016-06-25 02:45:00",0.78,66.1
"44","2016-06-25 03:00:00",0.78,66.1
"45","2016-06-25 03:15:00",0.78,66.1
"46","2016-06-25 03:30:00",0.78,66.1
"47","2016-06-25 03:45:00",0.78,66.1
"48","2016-06-25 04:00:00",0.78,65.2
"49","2016-06-25 04:15:00",0.78,65.2
"50","2016-06-25 04:30:00",0.78,65.2
"51","2016-06-25 04:45:00",0.78,65.2
"52","2016-06-25 05:00:00",0.78,65.2
"53","2016-06-25 05:15:00",0.78,65.2
"54","2016-06-25 05:30:00",0.78,65.2
"55","2016-06-25 05:45:00",0.78,65.2
"56","2016-06-25 06:00:00",0.78,65.2
"57","2016-06-25 06:15:00",0.78,65.2
"58","2016-06-25 06:30:00",0.78,65.2
"59","2016-06-25 06:45:00",0.78,65.2
"60","2016-06-25 07:00:00",0.78,65.2
"61","2016-06-25 07:15:00",0.78,65.2
"62","2016-06-25 07:30:00",0.78,65.2
"63","2016-06-25 07:45:00",0.78,65.2
"64","2016-06-25 08:00:00",0.78,65.2
"65","2016-06-25 08:15:00",0.78,65.2
"66","2016-06-25 08:30:00",0.78,65.2
"67","2016-06-25 08:45:00",0.78,65.2
"68","2016-06-25 09:00:00",0.78,65.2
"69","2016-06-25 09:15:00",0.78,65.2
"70","2016-06-25 09:30:00",0.78,65.2
"71","2016-06-25 09:45:00",0.78,65.2
"72","2016-06-25 10:00:00",0.78,65.2
"73","2016-06-25 10:15:00",0.78,65.2
"74","2016-06-25 10:30:00",0.78,65.2
"75","2016-06-25 10:45:00",0.78,65.2
"76","2016-06-25 11:00:00",0.78,65.2
"77","2016-06-25 11:15:00",0.78,65.2
"78","2016-06-25 11:30:00",0.78,65.2
"79","2016-06-25 11:45:00",0.78,65.2
"80","2016-06-25 12:00:00",0.78,65.2
"81","2016-06-25 12:15:00",0.78,65.2
"82","2016-06-25 12:30:00",0.78,65.2
"83","2016-06-25 12:45:00",0.78,65.2
"84","2016-06-25 13:00:00",0.78,65.2
"85","2016-06-25 13:15:00",0.78,65.2
"86","2016-06-25 13:30:00",0.78,65.2
"87","2016-06-25 13:45:00",0.78,65.2
"88","2016-06-25 14:00:00",0.78,65.2
