"","dateTime","Nitrate_mgl","Flow_Inst"
"1","2016-01-06 20:15:00",2.18,191
"2","2016-01-06 20:30:00",2.17,190
"3","2016-01-06 20:45:00",2.18,190
"4","2016-01-06 21:00:00",2.17,189
"5","2016-01-06 21:15:00",2.17,190
"6","2016-01-06 21:30:00",2.17,190
"7","2016-01-06 21:45:00",2.17,191
"8","2016-01-06 22:00:00",2.17,191
"9","2016-01-06 22:15:00",2.17,192
"10","2016-01-06 22:30:00",2.17,192
"11","2016-01-06 22:45:00",2.17,192
"12","2016-01-06 23:00:00",2.17,192
"13","2016-01-06 23:15:00",2.17,192
"14","2016-01-06 23:30:00",2.17,192
"15","2016-01-06 23:45:00",2.17,192
"16","2016-01-07 00:00:00",2.17,191
"17","2016-01-07 00:15:00",2.17,190
"18","2016-01-07 00:30:00",2.17,187
"19","2016-01-07 00:45:00",2.18,184
"20","2016-01-07 01:00:00",2.17,181
"21","2016-01-07 01:15:00",2.17,179
"22","2016-01-07 01:30:00",2.17,178
"23","2016-01-07 01:45:00",2.17,177
"24","2016-01-07 02:00:00",2.18,176
"25","2016-01-07 02:15:00",2.18,172
"26","2016-01-07 02:30:00",2.18,171
"27","2016-01-07 02:45:00",2.17,166
"28","2016-01-07 03:00:00",2.18,164
"29","2016-01-07 03:15:00",2.18,158
"30","2016-01-07 03:30:00",2.18,154
"31","2016-01-07 03:45:00",2.18,153
"32","2016-01-07 04:00:00",2.17,151
"33","2016-01-07 04:15:00",2.18,150
"34","2016-01-07 04:30:00",2.18,150
"35","2016-01-07 04:45:00",2.18,149
"36","2016-01-07 05:00:00",2.18,145
"37","2016-01-07 05:15:00",2.18,146
"38","2016-01-07 05:30:00",2.18,146
"39","2016-01-07 05:45:00",2.18,146
"40","2016-01-07 06:00:00",2.18,146
"41","2016-01-07 06:15:00",2.18,146
"42","2016-01-07 06:30:00",2.18,146
"43","2016-01-07 06:45:00",2.18,146
"44","2016-01-07 07:00:00",2.18,146
"45","2016-01-07 07:15:00",2.18,149
"46","2016-01-07 07:30:00",2.18,152
"47","2016-01-07 07:45:00",2.18,153
"48","2016-01-07 08:00:00",2.18,155
"49","2016-01-07 08:15:00",2.18,157
"50","2016-01-07 08:30:00",2.17,158
"51","2016-01-07 08:45:00",2.17,162
"52","2016-01-07 09:00:00",2.17,163
"53","2016-01-07 09:15:00",2.17,166
"54","2016-01-07 09:30:00",2.17,166
"55","2016-01-07 09:45:00",2.17,169
"56","2016-01-07 10:00:00",2.17,171
"57","2016-01-07 10:15:00",2.17,174
"58","2016-01-07 10:30:00",2.17,176
"59","2016-01-07 10:45:00",2.17,178
"60","2016-01-07 11:00:00",2.18,180
"61","2016-01-07 11:15:00",2.18,181
"62","2016-01-07 11:30:00",2.18,183
"63","2016-01-07 11:45:00",2.18,185
"64","2016-01-07 12:00:00",2.18,185
"65","2016-01-07 12:15:00",2.18,188
"66","2016-01-07 12:30:00",2.18,191
"67","2016-01-07 12:45:00",2.18,192
"68","2016-01-07 13:00:00",2.18,192
"69","2016-01-07 13:15:00",2.19,194
"70","2016-01-07 13:30:00",2.19,194
"71","2016-01-07 13:45:00",2.19,195
"72","2016-01-07 14:00:00",2.19,197
"73","2016-01-07 14:15:00",2.2,197
"74","2016-01-07 14:30:00",2.2,197
"75","2016-01-07 14:45:00",2.19,197
"76","2016-01-07 15:00:00",2.19,196
"77","2016-01-07 15:15:00",2.2,196
"78","2016-01-07 15:30:00",2.2,193
"79","2016-01-07 15:45:00",2.2,192
"80","2016-01-07 16:00:00",2.2,189
"81","2016-01-07 16:15:00",2.2,187
"82","2016-01-07 16:30:00",2.2,180
"83","2016-01-07 16:45:00",2.2,175
"84","2016-01-07 17:00:00",2.21,172
"85","2016-01-07 17:15:00",2.21,166
"86","2016-01-07 17:30:00",2.21,163
"87","2016-01-07 17:45:00",2.2,161
"88","2016-01-07 18:00:00",2.2,156
"89","2016-01-07 18:15:00",2.2,154
"90","2016-01-07 18:30:00",2.21,151
"91","2016-01-07 18:45:00",2.21,151
"92","2016-01-07 19:00:00",2.21,149
"93","2016-01-07 19:15:00",2.19,150
"94","2016-01-07 19:30:00",2.18,149
"95","2016-01-07 19:45:00",2.21,149
"96","2016-01-07 20:00:00",2.21,148
"97","2016-01-07 20:15:00",2.21,149
"98","2016-01-07 20:30:00",2.21,148
"99","2016-01-07 20:45:00",2.21,149
"100","2016-01-07 21:00:00",2.21,149
"101","2016-01-07 21:15:00",2.21,151
"102","2016-01-07 21:30:00",2.21,152
"103","2016-01-07 21:45:00",2.2,153
"104","2016-01-07 22:00:00",2.2,154
"105","2016-01-07 22:15:00",2.2,155
"106","2016-01-07 22:30:00",2.2,157
"107","2016-01-07 22:45:00",2.2,157
"108","2016-01-07 23:00:00",2.2,159
"109","2016-01-07 23:15:00",2.2,161
"110","2016-01-07 23:30:00",2.2,162
"111","2016-01-07 23:45:00",2.19,163
"112","2016-01-08 00:00:00",2.19,162
"113","2016-01-08 00:15:00",2.19,163
"114","2016-01-08 00:30:00",2.19,164
"115","2016-01-08 00:45:00",2.19,164
"116","2016-01-08 01:00:00",2.19,165
"117","2016-01-08 01:15:00",2.19,165
"118","2016-01-08 01:30:00",2.19,165
"119","2016-01-08 01:45:00",2.2,165
"120","2016-01-08 02:00:00",2.19,165
"121","2016-01-08 02:15:00",2.19,165
"122","2016-01-08 02:30:00",2.19,162
"123","2016-01-08 02:45:00",2.19,158
"124","2016-01-08 03:00:00",2.2,153
"125","2016-01-08 03:15:00",2.2,150
"126","2016-01-08 03:30:00",2.19,149
"127","2016-01-08 03:45:00",2.2,145
"128","2016-01-08 04:00:00",2.2,141
"129","2016-01-08 04:15:00",2.21,138
"130","2016-01-08 04:30:00",2.21,137
"131","2016-01-08 04:45:00",2.2,132
"132","2016-01-08 05:00:00",2.21,132
"133","2016-01-08 05:15:00",2.21,130
"134","2016-01-08 05:30:00",2.21,128
"135","2016-01-08 05:45:00",2.21,127
"136","2016-01-08 06:00:00",2.22,125
"137","2016-01-08 06:15:00",2.21,124
"138","2016-01-08 06:30:00",2.22,124
"139","2016-01-08 06:45:00",2.22,124
"140","2016-01-08 07:00:00",2.21,125
"141","2016-01-08 07:15:00",2.21,124
"142","2016-01-08 07:30:00",2.22,124
"143","2016-01-08 07:45:00",2.21,125
"144","2016-01-08 08:00:00",2.21,125
"145","2016-01-08 08:15:00",2.21,125
"146","2016-01-08 08:30:00",2.21,127
"147","2016-01-08 08:45:00",2.21,127
"148","2016-01-08 09:00:00",2.21,128
"149","2016-01-08 09:15:00",2.21,129
"150","2016-01-08 09:30:00",2.21,131
"151","2016-01-08 09:45:00",2.2,132
"152","2016-01-08 10:00:00",2.2,132
"153","2016-01-08 10:15:00",2.2,135
"154","2016-01-08 10:30:00",2.2,137
"155","2016-01-08 10:45:00",2.2,138
"156","2016-01-08 11:00:00",2.2,140
"157","2016-01-08 11:15:00",2.19,141
"158","2016-01-08 11:30:00",2.19,143
"159","2016-01-08 11:45:00",2.2,148
"160","2016-01-08 12:00:00",2.19,150
"161","2016-01-08 12:15:00",2.19,151
"162","2016-01-08 12:30:00",2.2,154
"163","2016-01-08 12:45:00",2.19,156
"164","2016-01-08 13:00:00",2.19,158
"165","2016-01-08 13:15:00",2.19,162
"166","2016-01-08 13:30:00",2.2,163
"167","2016-01-08 13:45:00",2.2,165
"168","2016-01-08 14:00:00",2.19,167
"169","2016-01-08 14:15:00",2.2,170
"170","2016-01-08 14:30:00",2.19,171
"171","2016-01-08 14:45:00",2.2,175
"172","2016-01-08 15:00:00",2.2,174
"173","2016-01-08 15:15:00",2.21,175
"174","2016-01-08 15:30:00",2.2,175
"175","2016-01-08 15:45:00",2.2,176
"176","2016-01-08 16:00:00",2.2,175
"177","2016-01-08 16:15:00",2.21,175
"178","2016-01-08 16:30:00",2.21,174
"179","2016-01-08 16:45:00",2.22,172
