"","dateTime","Nitrate_mgl","Flow_Inst"
"1","2015-05-27 17:45:00",0.04,45.3
"2","2015-05-27 18:00:00",0.04,45.3
"3","2015-05-27 18:15:00",0.04,43.2
"4","2015-05-27 18:30:00",0.04,43.2
"5","2015-05-27 18:45:00",0.04,43.2
"6","2015-05-27 19:00:00",0.04,43.2
"7","2015-05-27 19:15:00",0.04,43.2
"8","2015-05-27 19:30:00",0.04,43.2
"9","2015-05-27 19:45:00",0.04,43.2
"10","2015-05-27 20:00:00",0.04,43.2
"11","2015-05-27 20:15:00",0.04,43.2
"12","2015-05-27 20:30:00",0.04,43.2
"13","2015-05-27 20:45:00",0.04,43.2
"14","2015-05-27 21:00:00",0.04,43.2
"15","2015-05-27 21:15:00",0.04,43.2
"16","2015-05-27 21:30:00",0.04,43.2
"17","2015-05-27 21:45:00",0.04,43.2
"18","2015-05-27 22:00:00",0.04,43.2
"19","2015-05-27 22:15:00",0.04,43.2
"20","2015-05-27 22:30:00",0.04,43.2
"21","2015-05-27 22:45:00",0.05,43.2
"22","2015-05-27 23:00:00",0.04,43.2
"23","2015-05-27 23:15:00",0.05,43.2
"24","2015-05-27 23:30:00",0.04,43.2
"25","2015-05-27 23:45:00",0.05,41.1
"26","2015-05-28 00:00:00",0.05,43.2
"27","2015-05-28 00:15:00",0.05,43.2
"28","2015-05-28 00:30:00",0.05,43.2
"29","2015-05-28 00:45:00",0.05,41.1
"30","2015-05-28 01:00:00",0.05,41.1
"31","2015-05-28 01:15:00",0.05,41.1
"32","2015-05-28 01:30:00",0.05,41.1
"33","2015-05-28 01:45:00",0.05,41.1
"34","2015-05-28 02:00:00",0.05,41.1
"35","2015-05-28 02:15:00",0.04,41.1
"36","2015-05-28 02:30:00",0.05,41.1
"37","2015-05-28 02:45:00",0.04,41.1
"38","2015-05-28 03:00:00",0.05,41.1
"39","2015-05-28 03:15:00",0.05,41.1
"40","2015-05-28 03:30:00",0.04,41.1
"41","2015-05-28 03:45:00",0.05,41.1
"42","2015-05-28 04:00:00",0.05,41.1
"43","2015-05-28 04:15:00",0.04,41.1
"44","2015-05-28 04:30:00",0.05,41.1
"45","2015-05-28 04:45:00",0.05,41.1
"46","2015-05-28 05:00:00",0.04,41.1
"47","2015-05-28 05:15:00",0.04,41.1
"48","2015-05-28 05:30:00",0.05,41.1
"49","2015-05-28 05:45:00",0.05,41.1
"50","2015-05-28 06:00:00",0.04,41.1
"51","2015-05-28 06:15:00",0.05,41.1
